Claim_ID,Initial_Reserve_Amount,Primary_Cause_of_Accident,Claimant_Age,Initial_Class_of_Claim,Repairable_Flag,Total_Loss_Flag,Claimant_State,Minor_Involved,Days_to_Int_Reserve_since_FNOL,Primary_Accident_Description,Initial_Attorney_Involvement,Total_People_Involved,Non_Drivable_Flag,Number_of_Injuries,Rate_Class,Hospital_Visit,Vehicle_Type,Pedestrian_Involvement,Combined_BI_Limits,Performance_Vehicle,Claimant_Injuries,claim_cost
CLM004552,11942,2,58,1,1,0,2,0,16,2,1,3,1,3,1,0,0,0,100000,0,3.0,125933.2
CLM004553,46789,1,61,2,1,0,1,0,24,0,0,4,1,2,2,0,0,0,25000,0,2.0,16633.8
CLM004555,16699,2,76,1,0,0,0,0,9,0,0,4,0,2,0,0,1,0,100000,0,3.0,159317.4
CLM004560,20081,3,46,1,0,0,2,0,19,2,0,3,0,3,2,0,0,0,25000,0,2.0,46455.0
CLM004571,39529,3,18,2,1,0,3,0,23,2,0,3,1,2,0,0,1,0,25000,0,2.0,90643.9
CLM004574,19988,1,71,1,0,0,2,0,1,0,0,4,0,4,0,0,3,0,100000,0,2.0,34760.6
CLM004576,49701,1,72,1,1,0,1,0,19,2,1,3,0,3,0,0,3,0,100000,0,1.0,14210.7
CLM004578,21705,2,66,2,1,0,3,0,12,1,0,4,0,3,2,0,2,0,100000,0,1.0,9461.4
CLM004579,26549,3,52,0,0,0,4,0,10,0,0,4,0,3,0,0,0,0,50000,0,2.0,109903.5
CLM004581,19490,1,22,2,0,0,2,0,28,0,0,3,1,3,0,0,2,0,25000,0,2.0,45523.4
CLM004582,8346,3,55,1,1,0,0,0,28,0,1,1,1,3,2,0,3,0,50000,0,1.0,41706.5
CLM004585,46720,3,79,0,1,0,1,0,18,1,0,4,1,0,0,0,3,0,100000,0,,42571.9
CLM004587,4265,0,38,0,1,0,4,0,29,0,0,2,0,4,0,0,0,0,50000,0,,34650.3
CLM004589,45770,3,65,1,1,0,2,0,9,0,0,3,1,2,0,0,2,0,50000,0,1.0,19992.9
CLM004590,10241,3,48,1,1,0,3,0,21,1,0,3,0,2,0,0,1,0,100000,0,1.0,16764.6
CLM004591,23242,1,65,0,0,0,0,0,22,2,1,2,0,3,2,0,1,0,25000,0,2.0,153365.8
CLM004593,39209,1,28,0,0,0,0,0,7,2,1,2,1,1,2,0,2,0,50000,0,1.0,120841.6
CLM004595,23431,1,66,0,1,0,4,0,20,2,0,3,1,1,0,0,1,0,25000,0,1.0,43357.5
CLM004597,15666,3,67,0,1,0,4,0,20,2,0,1,0,0,2,0,1,0,100000,0,2.0,42098.1
CLM004599,26491,0,27,2,1,0,4,0,5,1,0,1,0,1,1,0,0,0,25000,0,2.0,18881.8
CLM004606,26417,2,61,0,1,0,1,0,1,0,0,4,1,0,1,0,0,0,50000,0,,28176.7
CLM004609,45005,0,23,0,1,0,1,0,23,2,1,3,1,2,2,0,2,0,100000,0,2.0,230322.1
CLM004610,14756,0,31,0,1,0,1,0,22,0,1,1,0,4,1,0,1,0,50000,0,1.0,58145.3
CLM004613,40430,1,33,1,0,0,3,0,3,2,1,2,0,3,2,0,1,0,50000,0,,38365.0
CLM004614,46333,3,42,0,0,0,3,0,29,2,1,4,0,2,2,0,3,0,25000,0,3.0,364939.2
CLM004622,23193,2,57,2,1,0,0,0,7,1,1,1,1,3,2,0,2,0,100000,0,3.0,150466.2
CLM004623,4617,3,60,2,0,0,2,0,29,0,0,1,0,4,0,0,1,0,50000,0,3.0,75725.2
CLM004627,29840,0,74,1,1,0,2,0,15,1,0,3,1,2,2,0,3,0,50000,0,3.0,157341.2
CLM004628,2018,2,35,0,1,0,1,0,8,1,0,1,1,0,2,0,3,0,50000,0,3.0,71388.2
CLM004632,3100,1,44,2,1,0,3,0,5,0,0,4,1,0,0,0,0,0,50000,0,3.0,105009.2
CLM004634,29767,3,28,2,1,0,0,0,13,1,1,1,0,1,2,0,1,0,50000,0,2.0,45815.3
CLM004635,36822,0,18,0,1,0,0,0,15,0,1,2,0,4,0,0,3,0,50000,0,2.0,115821.9
CLM004641,16694,1,30,1,1,0,3,0,27,1,0,2,1,1,0,0,1,0,50000,0,2.0,83788.4
CLM004643,1806,0,24,2,1,0,4,0,15,2,0,2,0,3,1,0,2,0,25000,0,2.0,17525.6
CLM004644,4349,3,25,1,1,0,1,0,13,2,0,4,1,0,0,0,1,0,100000,0,1.0,13149.6
CLM004646,46036,0,24,0,1,0,1,0,22,2,0,1,0,2,1,0,0,0,50000,0,2.0,56341.5
CLM004647,29731,0,69,2,1,0,0,0,5,2,0,4,1,3,1,0,2,0,100000,0,1.0,32380.9
CLM004649,37463,3,33,1,1,0,4,0,23,1,0,4,1,3,1,0,0,0,25000,0,3.0,21128.9
CLM004656,14796,1,70,1,1,0,0,0,5,0,0,2,0,4,0,0,0,0,25000,0,1.0,15071.9
CLM004661,48494,3,58,0,1,0,4,0,7,2,0,3,0,4,2,0,2,0,25000,0,1.0,5639.2
CLM004663,2313,2,38,0,1,0,1,0,12,1,0,1,1,0,0,0,0,0,25000,0,1.0,53120.1
CLM004664,27991,2,58,1,0,0,3,0,5,1,0,4,1,2,0,0,2,0,25000,0,2.0,81958.9
CLM004665,19345,3,38,2,0,0,2,0,7,0,0,4,1,3,0,0,1,0,100000,0,3.0,75991.2
CLM004669,13818,2,40,1,1,0,3,0,17,0,1,4,0,2,2,0,3,0,100000,0,1.0,12414.8
CLM004671,582,0,50,2,1,0,0,0,5,1,1,1,0,3,1,0,2,0,100000,0,1.0,20829.9
CLM004673,41085,2,42,2,0,0,1,0,4,0,1,3,0,4,1,0,0,0,25000,0,2.0,35244.5
CLM004674,12183,2,43,2,1,0,4,0,27,1,0,1,0,4,2,0,1,0,100000,0,3.0,22072.7
CLM004680,31481,2,27,1,1,0,3,0,28,1,0,1,0,3,0,0,3,0,50000,0,1.0,7563.8
CLM004684,38205,2,23,0,1,0,2,0,8,0,0,2,0,0,2,0,2,0,100000,0,2.0,21253.8
CLM004685,17253,1,44,1,1,0,1,0,13,0,0,3,1,2,1,0,3,0,50000,0,1.0,6639.8
CLM004689,8174,3,45,2,0,0,4,0,11,1,1,3,1,0,0,0,3,0,25000,0,2.0,69727.0
CLM004690,29538,1,52,2,1,0,0,0,26,2,0,1,0,3,1,0,3,0,100000,0,3.0,23898.1
CLM004695,3462,1,35,0,1,0,2,0,17,1,0,3,1,0,2,0,1,0,100000,0,1.0,18570.7
CLM004700,35692,2,39,2,1,0,0,0,15,0,0,3,0,1,1,0,2,0,25000,0,2.0,10239.3
CLM004704,10951,2,60,1,1,0,0,0,3,2,0,3,1,0,0,0,1,0,100000,0,1.0,33857.1
CLM004707,25444,3,27,1,1,0,0,0,3,2,1,4,1,3,0,0,0,0,50000,0,1.0,18285.5
CLM004711,38387,1,65,2,0,0,1,0,8,2,1,1,1,1,1,0,0,0,25000,0,2.0,52839.1
CLM004713,23020,3,49,0,1,0,3,0,17,0,1,2,0,1,1,0,3,0,100000,0,2.0,74275.1
CLM004714,22369,3,48,1,0,0,2,0,23,2,1,3,1,3,0,0,3,0,50000,0,,52672.7
CLM004717,21781,2,42,2,1,0,4,0,16,0,0,3,1,0,1,0,3,0,100000,0,3.0,17284.4
CLM004720,8752,3,24,1,1,0,3,0,16,0,0,3,0,0,2,0,1,0,50000,0,1.0,2732.1
CLM004721,28086,3,64,0,1,0,3,0,15,0,0,2,0,2,2,0,1,0,100000,0,,12572.3
CLM004722,18068,2,25,1,1,0,3,0,29,1,0,2,1,2,1,0,0,0,25000,0,3.0,28530.8
CLM004725,13125,0,78,2,1,0,3,0,27,0,0,2,1,3,1,0,1,0,100000,0,,17157.4
CLM004727,26749,1,20,0,0,0,0,0,25,1,1,4,0,4,0,0,0,0,100000,0,2.0,419735.3
CLM004729,26649,2,45,2,1,0,2,0,12,1,1,1,1,0,1,0,2,0,100000,0,2.0,34068.9
CLM004732,8110,1,32,2,0,0,2,0,28,2,0,1,0,1,2,0,1,0,100000,0,2.0,13923.1
CLM004737,11126,0,22,1,0,0,3,0,11,2,1,3,1,1,1,0,2,0,50000,0,3.0,421717.3
CLM004738,35261,0,67,2,0,0,4,0,13,0,0,1,0,0,1,0,0,0,25000,0,3.0,135284.9
CLM004740,32052,1,42,1,1,0,3,0,20,0,0,3,1,4,2,0,2,0,50000,0,3.0,55463.2
CLM004746,33958,3,76,0,1,0,2,0,20,2,1,3,0,4,2,0,3,0,100000,0,,14096.7
CLM004747,25569,0,20,2,1,0,1,0,20,1,1,3,0,4,1,0,1,0,25000,0,2.0,75718.3
CLM004749,23748,3,67,0,1,0,2,0,27,1,1,2,0,3,1,0,2,0,50000,0,,9684.0
CLM004752,29561,3,75,2,1,0,4,0,13,0,0,4,0,3,0,0,1,0,100000,0,,2404.5
CLM004753,24670,2,50,0,0,0,3,0,23,2,0,2,0,0,0,0,1,0,25000,0,1.0,66072.6
CLM004756,38756,1,40,2,1,0,3,0,12,0,0,2,1,3,0,0,1,0,50000,0,2.0,38343.4
CLM004760,26793,3,29,2,1,0,2,0,3,1,1,1,0,3,0,0,3,0,25000,0,3.0,73218.5
CLM004761,27672,0,52,1,0,0,1,0,9,1,0,2,1,2,2,0,3,0,25000,0,1.0,44758.2
CLM004762,21628,3,35,0,1,0,3,0,10,2,1,2,1,3,2,0,0,0,50000,0,,29442.0
CLM004763,18757,2,38,1,0,0,1,0,12,1,0,2,0,0,0,0,1,0,100000,0,1.0,11078.7
CLM004764,13355,3,62,2,1,0,3,0,22,1,1,4,1,2,1,0,3,0,100000,0,1.0,16779.2
CLM004766,36085,2,59,1,1,0,3,0,9,0,0,2,1,1,2,0,0,0,25000,0,3.0,80658.2
CLM004767,20525,2,18,0,0,0,0,0,24,1,0,3,1,1,0,0,3,0,25000,0,2.0,431643.9
CLM004770,42201,2,58,1,1,0,3,0,26,2,0,1,1,4,1,0,3,0,100000,0,3.0,52379.3
CLM004771,18925,2,59,1,1,0,3,0,2,0,0,4,1,2,2,0,0,0,25000,0,1.0,16642.9
CLM004774,39006,2,40,0,0,0,0,0,11,0,0,1,1,2,0,0,2,0,25000,0,,151217.4
CLM004776,26434,2,28,1,1,0,1,0,22,2,1,1,0,2,1,0,1,0,100000,0,,9848.5
CLM004779,24917,0,41,2,1,0,2,0,15,1,0,4,1,3,2,0,2,0,50000,0,3.0,74515.2
CLM004781,41097,3,47,1,1,0,0,0,29,1,0,1,0,4,1,0,0,0,100000,0,1.0,13163.9
CLM004783,46718,2,63,0,0,0,2,0,10,0,1,1,1,0,1,0,2,0,50000,0,2.0,98755.5
CLM004784,7852,1,55,0,0,0,3,0,2,2,0,2,1,0,0,0,0,0,50000,0,1.0,59335.0
CLM004793,8503,2,78,1,0,0,2,0,29,1,1,3,1,0,2,0,0,0,25000,0,2.0,39668.3
CLM004794,32207,1,59,0,0,0,2,0,3,0,0,4,0,0,2,0,0,0,25000,0,3.0,108216.0
CLM004796,7796,3,63,0,1,0,0,0,10,2,0,3,0,3,2,0,0,0,50000,0,3.0,54682.6
CLM004798,36342,0,47,0,1,0,4,0,25,1,0,3,0,1,0,0,2,0,50000,0,2.0,116324.8
CLM004799,13761,2,20,1,1,0,4,0,16,2,1,2,0,2,0,0,0,0,100000,0,3.0,36914.3
CLM004800,11673,3,45,1,1,0,4,0,27,1,1,2,0,0,0,0,2,0,100000,0,3.0,41582.7
CLM004802,41580,3,59,1,0,0,3,0,4,2,0,1,1,1,2,0,2,0,100000,0,1.0,17630.1
CLM004804,32281,1,22,1,0,0,1,0,22,0,1,1,0,3,1,0,3,0,25000,0,1.0,30943.3
CLM004806,5603,3,36,2,1,0,4,0,3,2,0,3,1,0,0,0,1,0,25000,0,2.0,19474.7
CLM004807,26000,3,59,1,1,0,3,0,5,1,0,1,1,3,0,0,1,0,100000,0,3.0,49239.4
CLM004808,35300,3,79,2,1,0,4,0,3,0,0,3,0,2,0,0,3,0,50000,0,2.0,21274.6
CLM004810,48463,2,74,0,0,0,1,0,27,2,0,1,1,1,0,0,2,0,25000,0,2.0,86657.4
CLM004811,18952,3,65,2,1,0,0,0,28,0,0,4,1,4,1,0,0,0,50000,0,3.0,39015.5
CLM004814,35936,3,26,2,1,0,4,0,27,0,0,1,1,4,1,0,0,0,25000,0,2.0,18981.1
CLM004815,47906,2,77,2,0,0,1,0,6,0,0,3,1,2,1,0,1,0,25000,0,2.0,25906.3
CLM004816,16454,0,22,1,1,0,4,0,23,1,1,2,1,2,2,0,3,0,25000,0,2.0,33350.5
CLM004817,17686,0,76,2,1,0,1,0,28,2,0,1,0,4,1,0,1,0,100000,0,3.0,26587.2
CLM004819,33463,1,59,1,1,0,4,0,8,1,0,3,0,3,1,0,0,0,50000,0,2.0,8420.9
CLM004820,2687,0,51,1,1,0,0,0,16,2,0,3,0,3,0,0,1,0,100000,0,2.0,80544.3
CLM004823,27435,1,42,1,1,0,1,0,5,2,0,1,1,0,1,0,0,0,100000,0,2.0,13558.1
CLM004825,4106,1,46,2,1,0,1,0,20,1,0,1,0,0,0,0,0,0,25000,0,2.0,19330.9
CLM004826,33328,1,75,1,0,0,2,0,2,0,0,2,0,4,2,0,2,0,100000,0,3.0,20652.9
CLM004828,14887,1,71,1,0,0,2,0,18,0,0,2,0,3,2,0,3,0,100000,0,,5968.7
CLM004833,47393,0,32,0,1,0,3,0,2,2,0,4,0,3,0,0,0,0,25000,0,2.0,232598.9
CLM004834,3091,0,21,1,1,0,0,0,23,0,0,4,0,3,2,0,3,0,25000,0,2.0,10852.5
CLM004835,45395,1,62,0,0,0,1,0,11,2,0,2,1,2,2,0,1,0,100000,0,3.0,154345.6
CLM004836,49016,2,55,0,0,0,1,0,20,2,1,1,0,2,2,0,0,0,100000,0,2.0,107757.4
CLM004837,26647,1,37,0,1,0,3,0,10,2,0,3,0,1,1,0,3,0,50000,0,2.0,16569.4
CLM004838,39389,0,66,0,1,0,4,0,5,0,1,1,0,3,2,0,3,0,50000,0,2.0,105006.1
CLM004839,1700,1,40,1,1,0,0,0,2,0,0,1,1,0,1,0,0,0,50000,0,,8207.9
CLM004840,16221,3,54,0,1,0,0,0,12,1,0,1,0,3,2,0,0,0,100000,0,3.0,103160.8
CLM004842,11587,1,64,0,1,0,0,0,25,1,1,1,0,0,2,0,1,0,25000,0,2.0,186088.5
CLM004844,23908,1,74,2,0,0,1,0,29,2,1,2,1,3,2,0,3,0,50000,0,1.0,10896.9
CLM004845,40240,1,54,1,1,0,4,0,5,1,0,4,1,1,0,0,3,0,100000,0,1.0,9884.3
CLM004849,19478,3,50,0,1,0,3,0,8,0,1,2,0,0,0,0,2,0,100000,0,1.0,93380.4
CLM004850,1161,1,24,2,1,0,2,0,4,1,0,2,1,3,1,0,0,0,100000,0,3.0,35345.1
CLM004858,16822,2,34,1,1,0,3,0,1,2,0,2,0,0,0,0,2,0,25000,0,2.0,30176.6
CLM004861,28018,0,24,1,1,0,0,0,27,1,0,2,1,1,1,0,3,0,100000,0,1.0,11361.5
CLM004863,28386,2,75,0,1,0,1,0,29,1,1,1,1,2,1,0,1,0,50000,0,1.0,39152.2
CLM004864,2200,2,67,1,1,0,0,0,25,2,0,3,0,4,2,0,2,0,100000,0,3.0,27918.1
CLM004866,35968,0,78,1,1,0,3,0,10,2,0,1,0,0,0,0,0,0,100000,0,1.0,25841.8
CLM004871,44778,3,62,2,0,0,4,0,24,1,1,3,0,3,0,0,3,0,25000,0,3.0,81022.2
CLM004873,21429,1,67,2,1,0,1,0,18,0,1,2,1,0,1,0,3,0,100000,0,2.0,13472.5
CLM004877,14417,0,72,0,1,0,4,0,8,1,1,2,0,1,1,0,1,0,100000,0,3.0,240844.8
CLM004878,5257,2,18,0,0,0,0,0,1,2,0,2,1,4,2,0,1,0,25000,0,1.0,55441.5
CLM004881,5233,0,57,2,0,0,3,0,21,2,0,3,0,0,2,0,2,0,25000,0,2.0,83544.0
CLM004883,31635,2,61,0,1,0,0,0,28,1,1,2,1,0,0,0,0,0,100000,0,1.0,268055.9
CLM004896,35562,3,36,1,1,0,1,0,29,0,0,4,0,1,1,0,1,0,100000,0,1.0,4419.0
CLM004898,48361,2,37,1,0,0,0,0,9,1,1,3,0,2,2,0,0,0,25000,0,1.0,9751.9
CLM004899,32370,1,47,2,0,0,1,0,11,1,0,3,1,0,0,0,0,0,50000,0,1.0,39263.2
CLM004901,47721,1,18,2,0,0,1,0,18,2,0,2,1,2,1,0,2,0,25000,0,1.0,10968.6
CLM004906,38896,2,47,2,1,0,1,0,20,0,1,3,1,0,0,0,0,0,25000,0,3.0,135410.8
CLM004907,8828,1,43,0,1,0,0,0,24,2,1,1,0,2,0,0,3,0,50000,0,3.0,411105.4
CLM004910,19889,1,77,0,1,0,0,0,18,1,1,4,1,4,2,0,3,0,100000,0,2.0,62558.7
CLM004913,35510,0,30,1,1,0,2,0,6,2,1,2,0,1,2,0,2,0,50000,0,1.0,23871.1
CLM004914,15165,1,21,0,1,0,0,0,22,1,0,4,0,2,2,0,0,0,25000,0,3.0,95827.2
CLM004917,35216,3,79,2,0,0,2,0,26,2,0,4,1,1,2,0,3,0,100000,0,2.0,44702.0
CLM004918,26021,1,50,1,0,0,4,0,13,0,0,1,0,0,1,0,3,0,100000,0,2.0,19165.2
CLM004919,30549,1,22,2,1,0,1,0,12,0,0,2,1,0,1,0,2,0,50000,0,3.0,20931.5
CLM004922,2420,1,34,0,1,0,2,0,25,2,0,4,0,3,1,0,1,0,100000,0,3.0,82120.5
CLM004923,44437,1,67,1,1,0,3,0,28,0,0,4,0,0,1,0,0,0,100000,0,2.0,8204.3
CLM004926,738,3,57,1,0,0,4,0,16,2,0,4,0,3,2,0,1,0,25000,0,2.0,22645.1
CLM004930,29416,3,28,0,1,0,0,0,15,2,0,3,1,1,2,0,3,0,25000,0,3.0,109469.4
CLM004934,37658,3,18,1,1,0,1,0,28,1,1,4,0,0,1,0,1,0,25000,0,1.0,5696.4
CLM004935,19571,0,26,2,0,0,2,0,11,2,1,4,0,4,0,0,1,0,50000,0,1.0,98224.4
CLM004937,6660,0,19,0,0,0,0,0,26,2,0,2,1,0,1,0,1,0,50000,0,1.0,160638.8
CLM004938,16310,2,31,2,1,0,3,0,7,2,1,2,1,4,2,0,0,0,25000,0,2.0,41908.8
CLM004939,5626,0,30,1,1,0,1,0,7,2,0,3,0,4,1,0,1,0,25000,0,3.0,28904.4
CLM004941,34084,2,19,2,1,0,4,0,26,2,0,3,0,4,0,0,3,0,100000,0,2.0,11128.2
CLM004942,46682,0,21,2,1,0,1,0,4,0,1,1,0,0,0,0,1,0,50000,0,3.0,108519.4
CLM004946,13316,3,20,1,0,0,4,0,25,1,0,2,0,0,1,0,1,0,25000,0,3.0,42470.5
CLM004951,31198,0,67,2,1,0,4,0,21,1,0,4,1,0,1,0,1,0,100000,0,2.0,21658.2
CLM004955,9859,3,36,1,1,0,3,0,18,2,1,1,1,0,2,0,1,0,100000,0,1.0,39224.7
CLM004957,40079,3,38,2,0,0,3,0,15,2,0,4,0,0,1,0,3,0,50000,0,2.0,34098.1
CLM004958,42556,3,77,2,1,0,3,0,5,0,0,2,0,3,2,0,1,0,50000,0,2.0,12533.5
CLM004962,27548,1,53,2,1,0,2,0,4,2,0,4,0,1,1,0,0,0,100000,0,2.0,17077.5
CLM004963,11238,2,41,0,0,0,1,0,12,1,1,2,0,1,1,0,0,0,25000,0,1.0,54103.2
CLM004964,26463,3,71,0,0,0,0,0,18,0,1,3,0,0,1,0,2,0,50000,0,,131758.1
CLM004971,4934,1,27,2,0,0,3,0,25,1,0,4,0,4,0,0,0,0,50000,0,1.0,49025.8
CLM004975,4734,2,55,0,0,0,4,0,2,2,0,3,1,1,1,0,2,0,100000,0,3.0,385959.4
CLM004977,44449,2,50,1,0,0,2,0,2,2,0,2,1,2,1,0,1,0,50000,0,2.0,45764.6
CLM004978,37905,1,60,1,1,0,3,0,11,1,0,1,0,0,2,0,2,0,25000,0,1.0,9541.8
CLM004981,23685,3,52,2,1,0,3,0,21,2,0,3,0,2,1,0,0,0,100000,0,3.0,15363.3
CLM004983,41653,2,64,1,0,0,4,0,4,1,1,4,0,4,0,0,2,0,50000,0,3.0,138060.1
CLM004984,12499,1,64,0,0,0,0,0,27,1,0,2,0,4,1,0,3,0,50000,0,2.0,80017.8
CLM004987,3263,3,53,2,1,0,3,0,10,0,0,1,0,2,0,0,3,0,50000,0,2.0,23161.0
CLM004988,27874,1,57,1,1,0,4,0,7,1,1,4,0,4,1,0,3,0,25000,0,3.0,18372.3
CLM004993,11564,3,32,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,25000,0,2.0,120711.9
CLM004995,38048,3,62,2,1,0,0,0,13,0,0,2,0,2,2,0,0,0,100000,0,1.0,7838.8
CLM004996,37445,2,21,1,1,0,1,0,13,1,0,1,0,2,2,0,2,0,100000,0,1.0,3949.4
CLM005001,22963,3,31,0,0,0,0,0,23,0,1,4,0,2,2,0,0,0,100000,0,1.0,142035.7
CLM005003,33902,0,34,1,1,0,1,0,7,1,0,2,1,2,1,0,2,0,100000,0,2.0,66857.5
CLM005005,45264,1,51,1,1,0,4,0,20,2,0,2,0,1,2,0,1,0,25000,0,3.0,15898.4
CLM005011,22835,3,47,1,1,0,2,0,8,2,0,3,0,3,1,0,0,0,25000,0,1.0,7532.9
CLM005014,27697,0,71,2,1,0,0,0,24,1,1,2,0,4,2,0,0,0,100000,0,1.0,56726.2
CLM005015,22510,0,41,0,0,0,2,0,23,1,0,2,0,3,1,0,1,0,50000,0,2.0,76708.7
CLM005017,22887,1,52,1,1,0,3,0,3,0,0,1,1,0,0,0,3,0,25000,0,2.0,63844.6
CLM005018,3390,2,23,0,1,0,3,0,1,2,0,4,1,1,2,0,2,0,25000,0,1.0,20148.4
CLM005019,28269,2,21,2,1,0,2,0,14,0,0,3,0,0,2,0,3,0,50000,0,1.0,3131.0
CLM005022,3806,2,43,0,1,0,4,0,25,1,1,2,1,1,1,0,0,0,100000,0,2.0,81333.5
CLM005027,48508,3,55,1,1,0,1,0,6,0,0,2,1,3,2,0,2,0,100000,0,,5552.5
CLM005032,45035,0,70,0,1,0,1,0,6,1,0,3,0,3,1,0,2,0,100000,0,2.0,36176.3
CLM005033,13506,1,32,1,1,0,0,0,5,1,1,4,1,0,1,0,2,0,25000,0,3.0,90837.5
CLM005035,27031,3,73,1,1,0,0,0,2,1,1,1,0,2,2,0,1,0,25000,0,1.0,13133.4
CLM005037,17133,0,73,2,0,0,0,0,9,0,0,4,0,4,0,0,1,0,100000,0,1.0,39726.1
CLM005040,32672,0,74,2,1,0,1,0,12,1,0,3,0,2,1,0,3,0,25000,0,2.0,28709.3
CLM005042,12077,0,41,1,1,0,2,0,28,0,0,3,0,2,2,0,3,0,50000,0,2.0,32401.8
CLM005044,20676,2,26,2,1,0,4,0,1,0,0,4,0,3,0,0,1,0,50000,0,3.0,31902.2
CLM005045,44886,0,40,0,1,0,3,0,1,0,1,1,0,0,1,0,0,0,50000,0,1.0,53882.7
CLM005049,35886,0,36,0,1,0,1,0,7,0,1,3,0,1,0,0,2,0,25000,0,2.0,233317.1
CLM005050,21562,0,32,2,1,0,3,0,28,2,0,1,0,3,0,0,2,0,25000,0,2.0,99019.9
CLM005052,36210,1,51,1,1,0,3,0,9,0,0,3,0,3,1,0,0,0,50000,0,2.0,21634.7
CLM005053,35193,1,59,1,0,0,3,0,1,2,0,1,0,0,2,0,0,0,100000,0,2.0,42605.6
CLM005054,36240,1,36,2,0,0,1,0,15,0,0,4,0,0,2,0,1,0,100000,0,1.0,13165.7
CLM005058,11466,1,38,2,1,0,1,0,10,1,0,1,1,1,0,0,2,0,50000,0,3.0,51519.8
CLM005060,11638,0,68,2,0,0,2,0,18,2,0,2,0,2,1,0,0,0,50000,0,3.0,146066.6
CLM005064,45016,1,19,2,0,0,3,0,28,0,0,4,0,3,1,0,0,0,100000,0,2.0,13273.1
CLM005069,39678,1,27,0,1,0,2,0,15,2,0,2,1,0,1,0,1,0,50000,0,2.0,38743.1
CLM005070,33321,2,54,1,1,0,2,0,9,0,1,4,1,3,0,0,0,0,100000,0,1.0,52004.9
CLM005072,39212,0,73,2,1,0,3,0,10,0,0,1,1,1,2,0,2,0,50000,0,2.0,72662.1
CLM005073,40672,1,22,2,1,0,2,0,26,0,1,3,0,1,1,0,1,0,100000,0,2.0,28402.8
CLM005074,34222,2,73,0,1,0,1,0,2,2,0,4,0,2,0,0,3,0,50000,0,2.0,46537.8
CLM005076,2129,2,29,1,1,0,4,0,19,0,0,1,0,3,2,0,2,0,25000,0,2.0,5649.2
CLM005080,43807,3,55,0,1,0,3,0,8,2,1,3,0,3,1,0,1,0,100000,0,1.0,26529.2
CLM005081,45950,2,68,1,0,0,1,0,5,1,0,2,0,3,2,0,3,0,50000,0,3.0,20390.7
CLM005083,22339,0,61,2,1,0,0,0,29,2,0,1,0,3,1,0,3,0,50000,0,1.0,13259.3
CLM005086,7039,2,33,0,1,0,3,0,11,2,0,2,0,4,0,0,2,0,50000,0,1.0,32829.5
CLM005095,28953,2,69,1,0,0,3,0,20,2,0,1,1,3,0,0,1,0,50000,0,2.0,100005.3
CLM005096,11244,3,21,1,1,0,4,0,2,0,0,4,1,4,1,0,1,0,25000,0,3.0,23491.3
CLM005098,12726,0,57,2,1,0,3,0,19,2,0,1,0,3,1,0,2,0,50000,0,2.0,33028.2
CLM005102,32209,0,27,0,0,0,1,0,6,0,0,3,0,3,0,0,2,0,25000,0,2.0,278417.4
CLM005104,22995,2,56,0,0,0,4,0,22,1,0,2,0,3,0,0,0,0,100000,0,2.0,72803.4
CLM005107,49408,1,52,0,1,0,0,0,17,1,0,4,1,1,0,0,0,0,50000,0,2.0,158478.0
CLM005111,49064,1,62,0,1,0,4,0,9,1,1,2,1,1,0,0,0,0,25000,0,2.0,164011.7
CLM005112,34498,1,37,0,0,0,0,0,26,0,0,1,1,1,2,0,0,0,25000,0,1.0,124634.9
CLM005115,10506,0,76,2,1,0,3,0,13,0,0,4,1,0,0,0,2,0,25000,0,2.0,120291.8
CLM005118,26439,2,43,2,1,0,4,0,7,1,1,3,1,1,0,0,1,0,100000,0,2.0,70428.6
CLM005120,20824,0,53,1,1,0,4,0,29,1,1,4,1,4,2,0,3,0,25000,0,2.0,67614.3
CLM005121,23367,0,60,1,1,0,3,0,3,2,1,2,1,4,0,0,2,0,100000,0,1.0,142592.2
CLM005132,25683,0,62,1,0,0,1,0,7,2,0,4,0,0,2,0,1,0,100000,0,1.0,29272.0
CLM005134,6210,0,41,1,1,0,2,0,6,1,1,3,0,3,1,0,0,0,50000,0,2.0,47393.2
CLM005135,43000,3,32,1,0,0,4,0,13,0,1,4,1,4,0,0,2,0,25000,0,2.0,99422.2
CLM005136,19759,1,48,2,0,0,0,0,11,0,1,4,0,0,0,0,1,0,100000,0,1.0,50395.2
CLM005138,33957,3,29,1,0,0,2,0,7,2,0,2,0,1,2,0,3,0,50000,0,3.0,25886.2
CLM005141,865,1,40,2,1,0,0,0,7,2,0,3,1,4,2,0,0,0,100000,0,3.0,62071.3
CLM005143,45035,1,31,2,0,0,4,0,4,0,0,2,0,3,1,0,3,0,100000,0,3.0,33169.0
CLM005147,13242,3,76,1,1,0,3,0,26,1,0,3,1,3,0,0,3,0,100000,0,1.0,20733.9
CLM005150,29401,3,78,0,1,0,4,0,29,2,0,1,0,1,2,0,3,0,100000,0,3.0,29851.2
CLM005153,2878,2,79,0,1,0,1,0,15,1,0,1,0,1,2,0,0,0,100000,0,1.0,11553.6
CLM005154,21872,1,72,2,1,0,2,0,19,0,0,1,0,0,0,0,2,0,100000,0,2.0,6579.1
CLM005160,10367,3,61,1,1,0,2,0,27,2,0,3,1,2,1,0,0,0,50000,0,3.0,50659.1
