,Initial_Reserve_Amount,Primary_Cause_of_Accident,Claimant_Age,Initial_Class_of_Claim,Repairable_Flag,Total_Loss_Flag,Claimant_State,Minor_Involved,Days_to_Int_Reserve_since_FNOL,Primary_Accident_Description,Initial_Attorney_Involvement,Total_People_Involved,Non_Drivable_Flag,Number_of_Injuries,Rate_Class,Hospital_Visit,Vehicle_Type,Pedestrian_Involvement,Combined_BI_Limits,Performance_Vehicle,Claimant_Injuries
593,18524,2,66,0,0,0,0,0,3,2,0,4,1,0,2,0,0,0,25000,0,0.0
677,15751,0,53,1,1,0,3,0,2,1,1,1,0,3,2,0,2,0,100000,0,3.0
41,7410,3,56,1,1,0,3,0,9,2,0,4,0,0,2,0,0,0,50000,0,2.0
3618,1567,0,69,1,0,0,3,0,13,2,0,1,0,4,1,0,1,0,100000,0,2.0
3612,19945,2,55,0,0,0,2,0,2,0,0,2,0,0,0,0,3,0,25000,0,1.0
1533,8655,2,61,2,1,0,4,0,6,0,0,2,0,1,1,0,0,0,50000,0,2.0
1815,3263,3,53,2,1,0,3,0,10,0,0,1,0,2,0,0,3,0,50000,0,2.0
243,30855,3,29,1,1,0,3,0,22,2,0,1,0,0,0,0,0,0,25000,0,3.0
1124,22860,0,40,1,1,0,2,0,18,0,0,4,0,0,2,0,2,0,100000,0,1.0
3159,29419,3,54,0,1,0,0,0,8,1,0,4,0,2,2,0,1,0,100000,0,3.0
1609,12567,2,64,2,1,0,0,0,28,0,1,3,0,1,2,0,1,0,50000,0,1.0
1330,23673,2,49,1,1,0,3,0,19,2,0,4,1,1,1,0,1,0,100000,0,2.0
261,14343,3,31,2,1,0,1,0,29,0,0,1,0,3,0,0,1,0,100000,0,3.0
1569,9565,0,76,1,1,0,3,0,1,0,1,2,1,2,0,0,0,0,25000,0,2.0
2066,20238,1,77,2,1,0,2,0,9,0,0,1,0,0,1,0,0,0,25000,0,0.0
3530,13612,3,29,1,1,0,2,0,7,0,0,1,0,0,2,0,1,0,100000,0,2.0
834,44639,3,42,2,0,0,2,0,25,2,0,4,0,1,0,0,1,0,100000,0,1.0
2907,48853,1,40,1,0,0,1,0,21,1,1,1,0,1,2,0,0,0,25000,0,2.0
1706,26749,1,20,0,0,0,0,0,25,1,1,4,0,4,0,0,0,0,100000,0,2.0
3524,48636,0,23,2,1,0,3,0,11,2,0,1,0,4,1,0,1,0,25000,0,1.0
2973,3649,2,60,1,0,0,3,0,2,1,1,1,0,0,0,0,1,0,50000,0,2.0
340,8443,2,19,2,1,0,3,0,17,1,0,4,1,2,0,0,1,0,50000,0,0.0
3185,36160,3,72,1,0,0,4,0,1,1,0,3,0,3,2,0,2,0,50000,0,2.0
748,5148,1,56,0,1,0,1,0,9,2,1,2,1,3,1,0,0,0,50000,0,2.0
1611,21083,1,27,1,1,0,1,0,8,0,0,4,1,0,2,0,1,0,50000,0,1.0
480,48338,2,68,2,0,0,2,0,24,2,0,3,0,1,0,0,0,0,50000,0,2.0
1910,40105,2,73,1,0,0,3,0,23,0,0,2,1,3,0,0,0,0,100000,0,3.0
2034,29310,3,65,0,1,0,2,0,24,0,0,4,1,4,0,0,0,0,100000,0,3.0
1775,5257,2,18,0,0,0,0,0,1,2,0,2,1,4,2,0,1,0,25000,0,1.0
783,42787,0,32,1,0,0,0,0,5,2,0,3,0,2,1,0,3,0,25000,0,0.0
3432,8814,0,21,1,1,0,4,0,20,1,1,4,1,1,2,0,2,0,100000,0,3.0
1820,22963,3,31,0,0,0,0,0,23,0,1,4,0,2,2,0,0,0,100000,0,1.0
2709,38606,1,22,0,1,0,4,0,3,2,0,4,0,0,1,0,3,0,25000,0,2.0
2949,24590,3,34,0,1,0,3,0,26,1,0,4,1,3,0,0,1,0,100000,0,2.0
1831,45035,0,70,0,1,0,1,0,6,1,0,3,0,3,1,0,2,0,100000,0,2.0
3256,49964,2,62,2,1,0,4,0,18,1,0,4,0,1,2,0,0,0,25000,0,2.0
2832,18564,1,75,1,1,0,1,0,13,1,0,1,1,3,0,0,3,0,25000,0,1.0
1377,37203,2,56,1,0,0,0,0,20,0,0,3,0,3,1,0,1,0,25000,0,1.0
2423,26525,0,56,0,1,0,3,0,15,2,0,1,0,3,2,0,0,0,100000,0,1.0
2601,6880,2,29,1,1,0,4,0,19,1,1,2,0,3,2,0,3,0,50000,0,2.0
2244,744,1,69,1,0,0,4,0,1,0,0,1,0,4,0,0,0,0,50000,0,2.0
1271,7088,3,22,1,0,0,3,0,2,2,0,4,0,2,0,0,1,0,50000,0,0.0
2932,3411,1,69,0,1,0,3,0,28,1,0,1,0,3,0,0,2,0,100000,0,3.0
1127,25500,0,43,0,1,0,2,0,26,1,0,1,1,1,0,0,3,0,25000,0,3.0
626,11206,0,23,2,0,0,4,0,24,1,0,3,0,3,1,0,2,0,100000,0,3.0
347,27639,3,68,2,1,0,2,0,2,2,1,4,0,4,0,0,2,0,25000,0,1.0
1572,42851,2,37,1,0,0,3,0,21,0,1,2,1,0,0,0,2,0,25000,0,2.0
2348,16382,1,48,0,1,0,4,0,16,2,0,3,1,4,0,0,0,0,100000,0,2.0
2877,41713,0,62,0,1,0,0,0,19,2,0,1,1,0,1,0,0,0,100000,0,0.0
979,35979,0,32,1,1,0,2,0,22,1,1,1,1,3,2,0,3,0,25000,0,2.0
3165,12946,2,47,2,1,0,4,0,5,1,0,3,0,0,0,0,1,0,25000,0,3.0
1681,48494,3,58,0,1,0,4,0,7,2,0,3,0,4,2,0,2,0,25000,0,1.0
911,11638,0,43,2,1,0,4,0,27,0,0,2,0,2,0,0,1,0,50000,0,2.0
2302,34536,1,49,1,1,0,0,0,4,2,0,4,1,1,0,0,1,0,25000,0,0.0
632,5584,1,76,0,1,0,0,0,27,2,0,1,1,1,1,0,0,0,100000,0,2.0
1490,46669,1,40,0,1,0,0,0,26,2,0,4,1,0,2,0,2,0,100000,0,0.0
445,38856,1,19,0,1,0,0,0,23,0,1,3,0,2,2,0,0,0,25000,0,2.0
617,46749,1,64,2,1,0,0,0,5,0,0,2,0,0,2,0,2,0,100000,0,3.0
2316,31291,0,45,1,1,0,1,0,24,0,0,2,0,2,2,0,1,0,100000,0,3.0
1616,13550,1,53,2,0,0,0,0,14,1,0,1,1,0,1,0,0,0,100000,0,3.0
1940,31585,2,68,1,1,0,1,0,23,2,0,1,1,4,1,0,0,0,25000,0,1.0
2320,8254,3,70,0,1,0,2,0,6,2,0,2,0,3,2,0,3,0,25000,0,2.0
3418,26893,3,52,0,1,0,1,0,6,2,0,2,0,0,2,0,1,0,100000,0,1.0
3122,11289,1,55,2,1,0,3,0,24,1,0,1,0,2,2,0,3,0,100000,0,1.0
1424,26182,1,28,1,1,0,4,0,16,1,0,4,0,0,2,0,3,0,100000,0,0.0
2974,25160,3,58,0,1,0,2,0,9,0,0,4,0,0,2,0,2,0,25000,0,1.0
1883,9806,3,64,0,1,0,2,0,8,1,0,3,1,4,1,0,1,0,50000,0,2.0
353,38828,3,78,2,0,0,0,0,23,1,0,3,1,1,1,0,2,0,50000,0,1.0
1232,7316,3,76,0,1,0,0,0,13,1,0,2,0,1,0,0,3,0,100000,0,1.0
613,47956,0,34,2,1,0,2,0,16,1,1,1,0,3,1,0,2,0,50000,0,3.0
1411,39823,1,61,1,1,0,1,0,26,2,0,3,1,2,0,0,1,0,50000,0,1.0
1467,1901,0,41,1,1,0,0,0,10,0,0,2,0,1,0,0,3,0,25000,0,2.0
2416,17055,0,31,2,1,0,1,0,4,1,0,4,1,3,2,0,2,0,50000,0,0.0
2019,36096,3,56,0,1,0,4,0,6,0,0,4,1,1,0,0,3,0,25000,0,1.0
2330,47734,0,28,2,1,0,1,0,13,2,0,2,0,0,0,0,2,0,100000,0,2.0
3456,25482,1,55,0,1,0,0,0,27,0,0,3,0,4,1,0,0,0,25000,0,2.0
57,40794,0,77,0,1,0,3,0,16,0,0,2,0,1,2,0,1,0,25000,0,3.0
1729,24917,0,41,2,1,0,2,0,15,1,0,4,1,3,2,0,2,0,50000,0,3.0
1830,48508,3,55,1,1,0,1,0,6,0,0,2,1,3,2,0,2,0,100000,0,0.0
3519,35990,0,18,0,1,0,0,0,2,1,0,4,0,1,1,0,2,0,25000,0,3.0
1253,41083,0,76,1,1,0,1,0,26,1,1,4,0,4,2,0,3,0,25000,0,0.0
3282,10600,0,25,1,1,0,3,0,27,0,0,1,0,3,1,0,2,0,50000,0,3.0
2310,20745,3,45,0,1,0,1,0,29,2,0,3,0,3,2,0,2,0,25000,0,1.0
2643,32051,2,39,1,1,0,2,0,9,2,0,1,1,2,0,0,2,0,100000,0,2.0
1869,25683,0,62,1,0,0,1,0,7,2,0,4,0,0,2,0,1,0,100000,0,1.0
1621,20055,2,57,0,1,0,0,0,15,0,0,2,1,3,1,0,2,0,50000,0,2.0
1778,35562,3,36,1,1,0,1,0,29,0,0,4,0,1,1,0,1,0,100000,0,1.0
3609,28201,2,63,1,1,0,2,0,11,1,1,2,0,4,2,0,0,0,25000,0,1.0
560,28288,2,62,2,1,0,0,0,15,2,0,1,0,2,1,0,2,0,100000,0,1.0
707,18940,1,28,1,0,0,0,0,22,0,0,4,0,4,2,0,2,0,100000,0,2.0
1580,7915,2,65,2,1,0,3,0,8,0,1,4,0,2,2,0,2,0,100000,0,3.0
424,22616,2,75,2,0,0,4,0,2,1,1,2,1,0,0,0,2,0,100000,0,3.0
1093,26701,1,40,0,1,0,0,0,18,2,1,2,0,1,0,0,2,0,25000,0,1.0
1376,8516,3,44,1,0,0,3,0,26,1,0,3,1,1,1,0,0,0,50000,0,2.0
647,45069,3,78,2,1,0,1,0,28,2,0,2,0,3,2,0,1,0,100000,0,3.0
72,25842,1,20,0,0,0,3,0,5,0,0,2,0,3,0,0,3,0,25000,0,1.0
1793,29416,3,28,0,1,0,0,0,15,2,0,3,1,1,2,0,3,0,25000,0,3.0
2674,7068,1,48,0,1,0,1,0,5,1,0,4,0,2,1,0,3,0,25000,0,1.0
3139,36275,2,30,1,0,0,4,0,8,0,0,3,1,2,1,0,3,0,25000,0,1.0
1005,12389,0,38,0,1,0,2,0,3,1,0,3,0,4,2,0,3,0,25000,0,2.0
620,27205,1,53,2,1,0,3,0,29,2,0,1,0,4,1,0,0,0,50000,0,3.0
1406,11076,2,70,0,1,0,0,0,19,2,0,3,1,4,2,0,0,0,100000,0,2.0
1925,5713,2,29,0,1,0,0,0,17,0,0,3,1,3,1,0,1,0,25000,0,3.0
553,41498,1,58,2,0,0,3,0,15,1,0,3,1,0,1,0,2,0,50000,0,2.0
1971,31879,3,27,1,0,0,4,0,27,2,0,1,0,4,2,0,1,0,100000,0,2.0
1614,33434,1,57,0,1,0,3,0,24,0,1,4,0,4,1,0,0,0,50000,0,3.0
3264,10325,1,35,2,1,0,3,0,4,2,0,4,0,4,2,0,0,0,25000,0,1.0
2080,749,1,33,2,1,0,4,0,12,2,1,1,1,3,2,0,1,0,25000,0,1.0
2354,6196,2,35,2,1,0,3,0,12,1,0,4,1,2,0,0,2,0,50000,0,2.0
998,17653,1,63,0,0,0,4,0,21,1,0,2,1,2,2,0,0,0,50000,0,1.0
1847,39678,1,27,0,1,0,2,0,15,2,0,2,1,0,1,0,1,0,50000,0,2.0
1860,32209,0,27,0,0,0,1,0,6,0,0,3,0,3,0,0,2,0,25000,0,2.0
3249,30837,2,21,1,1,0,4,0,20,0,0,1,0,3,2,0,2,0,100000,0,2.0
1397,22293,1,18,2,1,0,3,0,22,2,1,2,1,3,0,0,2,0,50000,0,1.0
3365,17893,0,59,0,1,0,0,0,9,2,0,3,0,4,1,0,0,0,100000,0,1.0
3603,35536,2,77,2,1,0,1,0,23,2,0,2,0,2,1,0,2,0,100000,0,3.0
3659,16264,2,29,1,1,0,0,0,17,0,0,3,0,2,0,0,3,0,25000,0,2.0
3607,40101,1,38,0,1,0,0,0,20,2,0,2,0,0,2,0,3,0,50000,0,1.0
3497,21303,3,41,0,1,0,3,0,22,2,0,4,1,4,1,0,3,0,100000,0,3.0
440,46265,0,46,2,1,0,3,0,24,2,0,3,0,0,0,0,1,0,25000,0,3.0
508,5353,1,65,2,0,0,2,0,22,1,0,1,1,1,2,0,2,0,25000,0,2.0
1100,46103,1,20,0,0,0,4,0,12,1,1,2,0,2,0,0,3,0,100000,0,1.0
589,1226,1,68,0,1,0,2,0,16,2,0,4,1,4,1,0,2,0,50000,0,3.0
1672,29767,3,28,2,1,0,0,0,13,1,1,1,0,1,2,0,1,0,50000,0,2.0
649,36624,3,73,2,1,0,0,0,4,1,0,3,0,4,1,0,2,0,25000,0,0.0
3352,34706,2,52,0,1,0,1,0,27,2,0,4,1,2,2,0,1,0,100000,0,1.0
3126,6707,3,26,2,1,0,3,0,24,1,0,1,0,0,0,0,3,0,50000,0,2.0
3546,13806,3,59,2,0,0,4,0,21,0,0,3,0,1,0,0,0,0,50000,0,1.0
1784,19889,1,77,0,1,0,0,0,18,1,1,4,1,4,2,0,3,0,100000,0,2.0
1807,26463,3,71,0,0,0,0,0,18,0,1,3,0,0,1,0,2,0,50000,0,0.0
660,11925,3,55,0,0,0,0,0,28,1,1,1,1,4,0,0,2,0,50000,0,0.0
630,26321,3,42,2,0,0,0,0,7,0,1,2,0,0,2,0,1,0,25000,0,0.0
2845,29648,3,31,2,1,0,1,0,19,1,0,3,1,4,1,0,0,0,100000,0,1.0
1249,9270,0,26,1,0,0,2,0,13,0,0,3,0,2,0,0,1,0,25000,0,2.0
1480,29072,1,31,0,1,0,3,0,16,1,1,2,0,3,1,0,2,0,50000,0,1.0
482,2698,1,38,2,0,0,4,0,20,1,1,1,1,4,2,0,0,0,25000,0,1.0
3240,47160,2,72,0,1,0,1,0,3,2,0,4,1,2,2,0,3,0,50000,0,2.0
3138,12661,3,55,1,1,0,3,0,14,0,0,1,0,4,2,0,0,0,25000,0,1.0
1651,19490,1,22,2,0,0,2,0,28,0,0,3,1,3,0,0,2,0,25000,0,2.0
3329,8722,2,42,2,1,0,2,0,27,0,1,3,0,1,2,0,0,0,50000,0,2.0
2377,14827,3,46,1,1,0,3,0,29,2,0,2,1,4,0,0,1,0,25000,0,3.0
3602,37038,0,75,2,1,0,2,0,6,1,0,4,1,1,0,0,3,0,25000,0,0.0
856,42121,2,72,1,0,0,1,0,14,1,1,2,1,4,0,0,1,0,100000,0,2.0
1225,48700,1,41,1,0,0,1,0,4,1,0,4,0,3,2,0,2,0,25000,0,2.0
1190,16799,1,36,1,1,0,1,0,8,2,0,1,0,1,0,0,2,0,50000,0,1.0
3160,40493,3,66,0,1,0,1,0,11,0,0,1,0,4,2,0,2,0,25000,0,1.0
530,16396,3,24,2,0,0,3,0,20,1,1,1,0,4,1,0,2,0,25000,0,0.0
2457,15827,0,73,2,1,0,4,0,8,2,1,2,0,4,2,0,0,0,100000,0,1.0
49,10414,0,28,0,1,0,2,0,26,0,1,2,1,2,2,0,2,0,25000,0,0.0
2597,8681,2,68,2,0,0,1,0,19,2,0,2,1,4,0,0,0,0,100000,0,3.0
858,34255,0,64,0,1,0,2,0,27,2,0,2,0,1,1,0,1,0,25000,0,3.0
1767,16822,2,34,1,1,0,3,0,1,2,0,2,0,0,0,0,2,0,25000,0,2.0
1072,34437,2,58,2,0,0,3,0,28,1,0,4,0,2,0,0,3,0,25000,0,1.0
719,5280,3,73,2,1,0,1,0,26,1,0,4,1,1,2,0,3,0,25000,0,2.0
1777,31635,2,61,0,1,0,0,0,28,1,1,2,1,0,0,0,0,0,100000,0,1.0
3088,7935,1,27,0,1,0,2,0,6,2,0,3,0,0,1,0,1,0,50000,0,2.0
2755,33424,3,69,1,1,0,3,0,25,1,1,3,0,4,0,0,0,0,50000,0,3.0
1956,44754,2,41,1,0,0,4,0,11,1,0,1,1,4,0,0,3,0,25000,0,2.0
2130,18823,3,33,1,1,0,4,0,27,2,0,1,0,2,1,0,0,0,100000,0,1.0
2609,33714,3,29,1,0,0,4,0,20,2,1,2,0,3,2,0,0,0,100000,0,2.0
2607,33639,2,32,1,1,0,2,0,3,0,1,3,1,4,2,0,2,0,25000,0,2.0
3275,41236,1,59,2,0,0,0,0,6,2,1,4,0,3,2,0,3,0,100000,0,1.0
2172,47716,2,79,1,0,0,3,0,3,0,0,1,0,4,2,0,3,0,50000,0,2.0
1937,47330,2,64,2,0,0,4,0,23,2,0,2,0,4,0,0,2,0,50000,0,0.0
3503,23790,1,69,1,1,0,4,0,13,0,1,2,1,3,2,0,1,0,100000,0,0.0
2526,27723,2,75,2,1,0,0,0,7,1,0,2,0,1,1,0,0,0,50000,0,1.0
2647,24334,0,38,1,1,0,1,0,28,1,0,4,0,4,2,0,2,0,50000,0,3.0
3284,29304,2,75,1,1,0,1,0,9,1,0,2,0,3,2,0,3,0,25000,0,1.0
1553,19649,3,29,1,1,0,0,0,26,2,0,4,1,2,2,0,0,0,50000,0,3.0
2623,37442,3,32,2,0,0,1,0,25,2,0,2,0,3,2,0,0,0,25000,0,1.0
1385,39605,1,68,1,0,0,3,0,9,0,0,4,1,4,1,0,0,0,25000,0,3.0
1399,38510,2,60,2,1,0,3,0,4,2,0,2,0,4,0,0,1,0,100000,0,2.0
1195,25265,0,21,2,1,0,1,0,21,2,0,1,0,0,1,0,3,0,100000,0,3.0
3463,5932,3,67,1,1,0,2,0,29,0,0,4,0,0,2,0,1,0,25000,0,2.0
2436,17472,3,42,2,1,0,3,0,24,2,0,2,1,0,2,0,3,0,50000,0,1.0
3383,16347,2,77,1,0,0,3,0,18,0,0,3,1,2,1,0,2,0,50000,0,2.0
2772,40279,1,20,2,1,0,1,0,8,1,0,2,1,3,0,0,1,0,100000,0,1.0
297,43308,3,45,2,1,0,4,0,13,1,0,1,0,2,0,0,3,0,50000,0,2.0
2163,21938,2,64,2,1,0,2,0,12,0,0,1,1,2,0,0,1,0,25000,0,3.0
1264,47128,1,57,0,1,0,4,0,10,1,0,2,1,0,2,0,0,0,50000,0,1.0
2216,3592,1,60,0,1,0,0,0,15,0,1,4,0,1,1,0,1,0,100000,0,2.0
958,11249,2,55,1,0,0,4,0,23,2,0,4,1,3,2,0,3,0,50000,0,2.0
1788,26021,1,50,1,0,0,4,0,13,0,0,1,0,0,1,0,3,0,100000,0,2.0
1826,22887,1,52,1,1,0,3,0,3,0,0,1,1,0,0,0,3,0,25000,0,2.0
1644,16699,2,76,1,0,0,0,0,9,0,0,4,0,2,0,0,1,0,100000,0,3.0
2222,20823,3,64,2,1,0,0,0,1,1,0,2,0,3,2,0,2,0,25000,0,0.0
1374,48956,1,46,1,0,0,1,0,7,2,1,1,0,4,0,0,2,0,25000,0,1.0
1286,30873,2,76,1,0,0,2,0,10,0,1,4,1,0,0,0,2,0,50000,0,1.0
2014,18608,0,18,0,1,0,3,0,21,2,0,3,1,2,1,0,3,0,50000,0,1.0
349,11089,3,52,2,1,0,4,0,9,0,0,4,1,1,2,0,0,0,50000,0,2.0
1368,21378,3,66,2,0,0,1,0,16,1,0,3,0,1,2,0,1,0,50000,0,1.0
1876,13242,3,76,1,1,0,3,0,26,1,0,3,1,3,0,0,3,0,100000,0,1.0
643,47682,2,72,1,1,0,0,0,8,0,0,4,0,2,1,0,3,0,25000,0,1.0
2157,5052,1,73,2,0,0,4,0,19,2,0,4,1,0,0,0,1,0,25000,0,2.0
3038,21911,0,51,0,1,0,2,0,13,0,1,3,0,0,0,0,0,0,50000,0,3.0
669,9211,2,38,0,1,0,1,0,18,1,0,4,1,1,0,0,3,0,25000,0,1.0
3335,3957,0,47,1,1,0,0,0,18,1,0,1,0,1,1,0,0,0,50000,0,1.0
1871,43000,3,32,1,0,0,4,0,13,0,1,4,1,4,0,0,2,0,25000,0,2.0
3008,33842,2,74,0,1,0,0,0,6,0,0,3,1,2,1,0,0,0,50000,0,2.0
1552,41046,1,57,0,0,0,1,0,15,0,1,4,0,2,2,0,2,0,50000,0,2.0
1179,8938,2,71,0,0,0,1,0,13,2,0,2,0,4,2,0,1,0,25000,0,1.0
2743,17772,0,24,2,1,0,4,0,5,2,0,1,0,3,0,0,1,0,100000,0,3.0
1578,12765,1,26,0,0,0,3,0,3,2,0,2,1,0,2,0,2,0,100000,0,1.0
2903,19687,0,77,1,0,0,4,0,20,0,0,2,1,1,1,0,2,0,25000,0,2.0
2077,46439,3,47,2,1,0,4,0,27,2,1,1,0,4,2,0,1,0,50000,0,3.0
2185,10838,0,38,0,1,0,0,0,13,0,1,3,1,0,2,0,0,0,25000,0,1.0
1357,28808,2,25,2,1,0,1,0,11,2,0,3,1,2,0,0,1,0,100000,0,2.0
786,6204,1,26,0,1,0,2,0,17,1,1,3,1,2,0,0,1,0,50000,0,1.0
3299,578,1,78,0,1,0,3,0,9,1,0,2,0,1,2,0,0,0,50000,0,1.0
140,12539,3,68,0,1,0,3,0,18,2,0,4,1,4,0,0,0,0,50000,0,2.0
788,7424,1,32,0,1,0,2,0,8,0,1,4,0,0,2,0,0,0,100000,0,2.0
323,4932,2,61,2,1,0,1,0,29,1,0,1,1,2,0,0,2,0,25000,0,2.0
3303,19062,0,57,0,1,0,3,0,7,1,0,4,0,0,1,0,2,0,100000,0,2.0
714,9101,0,32,0,1,0,1,0,4,2,1,4,1,4,0,0,0,0,25000,0,3.0
1983,28000,1,29,2,1,0,4,0,1,1,0,3,0,0,2,0,2,0,25000,0,2.0
2186,47102,0,24,1,0,0,2,0,6,2,0,3,0,0,2,0,3,0,25000,0,2.0
3396,43505,2,33,2,1,0,1,0,6,2,0,4,0,4,2,0,1,0,100000,0,2.0
1769,28386,2,75,0,1,0,1,0,29,1,1,1,1,2,1,0,1,0,50000,0,1.0
3096,3285,3,46,2,1,0,0,0,20,2,1,2,1,4,1,0,1,0,100000,0,0.0
2930,7231,0,27,0,0,0,0,0,11,1,1,2,1,3,1,0,3,0,100000,0,1.0
618,49374,2,67,1,1,0,3,0,8,0,0,3,1,3,0,0,2,0,50000,0,2.0
406,12798,0,20,2,1,0,3,0,10,1,1,3,1,4,2,0,2,0,100000,0,1.0
3128,2393,3,58,2,0,0,2,0,15,0,0,4,0,1,2,0,2,0,100000,0,2.0
2667,35789,1,65,2,1,0,0,0,24,1,0,3,0,2,1,0,0,0,25000,0,1.0
1613,2414,2,72,1,0,0,1,0,9,1,0,4,1,4,2,0,1,0,100000,0,3.0
1720,21628,3,35,0,1,0,3,0,10,2,1,2,1,3,2,0,0,0,50000,0,0.0
2229,31801,1,26,0,1,0,3,0,1,1,0,3,0,0,1,0,0,0,100000,0,3.0
497,11872,0,50,2,0,0,2,0,28,0,0,1,0,2,2,0,0,0,25000,0,1.0
2342,21190,2,71,1,1,0,2,0,12,2,0,3,1,2,1,0,2,0,100000,0,1.0
342,16413,1,66,0,0,0,4,0,9,2,0,3,0,2,0,0,2,0,50000,0,2.0
2384,22990,3,43,1,1,0,0,0,9,2,0,4,0,4,1,0,3,0,50000,0,1.0
2776,19395,3,34,2,1,0,3,0,24,1,0,4,0,1,1,0,3,0,25000,0,1.0
782,20008,1,63,0,1,0,2,0,2,0,0,4,1,3,1,0,0,0,25000,0,1.0
1323,7569,0,42,2,1,0,2,0,24,0,1,2,1,3,2,0,2,0,50000,0,1.0
2129,24388,1,18,1,1,0,1,0,28,2,0,4,1,4,0,0,3,0,100000,0,1.0
1670,31449,0,30,0,0,0,2,0,29,0,0,2,1,0,0,0,0,0,100000,0,3.0
303,5354,0,42,1,1,0,1,0,10,2,0,3,1,3,1,0,3,0,50000,0,3.0
3433,28795,3,60,1,1,0,3,0,15,1,0,4,0,2,1,0,3,0,50000,0,2.0
2268,29592,3,21,2,0,0,0,0,20,0,0,2,1,2,0,0,1,0,100000,0,2.0
664,19139,0,70,0,1,0,1,0,7,1,0,3,0,3,2,0,3,0,25000,0,1.0
1177,43370,0,24,2,1,0,3,0,2,1,1,3,1,1,2,0,2,0,25000,0,3.0
1244,15368,2,53,1,1,0,4,0,1,1,0,1,0,1,0,0,1,0,100000,0,1.0
2246,2676,1,59,2,0,0,4,0,21,0,1,4,1,1,1,0,1,0,25000,0,2.0
2123,5868,3,47,0,0,0,4,0,11,0,1,4,0,4,2,0,0,0,25000,0,2.0
2885,49367,2,27,2,1,0,3,0,23,1,0,1,0,3,1,0,2,0,50000,0,3.0
3281,43613,1,38,0,1,0,3,0,6,0,0,2,0,1,0,0,3,0,25000,0,2.0
2942,26150,1,56,2,1,0,0,0,21,2,0,1,1,1,2,0,0,0,25000,0,2.0
84,8620,1,26,2,0,0,0,0,8,0,0,4,1,3,0,0,0,0,25000,0,1.0
2712,46154,1,57,0,0,0,2,0,20,1,0,1,0,3,2,0,0,0,50000,0,3.0
941,11337,3,27,1,1,0,3,0,6,2,1,1,0,1,0,0,0,0,50000,0,1.0
961,7894,3,22,2,0,0,4,0,5,1,0,4,1,1,1,0,0,0,25000,0,2.0
841,11630,2,53,2,1,0,0,0,4,2,0,1,1,4,1,0,2,0,50000,0,2.0
3297,26493,2,18,1,0,0,4,0,25,0,0,2,0,0,2,0,0,0,50000,0,2.0
2906,1377,1,18,2,1,0,3,0,9,0,1,3,0,1,0,0,0,0,50000,0,2.0
1789,30549,1,22,2,1,0,1,0,12,0,0,2,1,0,1,0,2,0,50000,0,3.0
2144,37466,0,52,1,1,0,2,0,10,1,1,2,0,4,0,0,1,0,100000,0,2.0
1912,1070,2,69,2,1,0,2,0,15,1,1,2,0,2,1,0,0,0,50000,0,2.0
290,32701,3,19,2,1,0,0,0,8,0,0,3,0,4,0,0,0,0,25000,0,2.0
2624,42565,2,69,1,0,0,2,0,29,0,0,2,0,4,2,0,0,0,100000,0,0.0
2350,42931,1,57,0,1,0,1,0,11,0,0,2,0,2,0,0,3,0,25000,0,1.0
1894,18142,3,73,1,1,0,2,0,21,1,0,4,0,0,0,0,0,0,100000,0,2.0
3080,34432,3,65,0,0,0,2,0,1,0,1,2,1,0,0,0,1,0,50000,0,1.0
3328,8623,1,24,0,0,0,4,0,3,0,0,3,1,3,2,0,1,0,100000,0,1.0
604,46148,0,64,1,1,0,2,0,2,1,0,1,1,4,2,0,3,0,25000,0,2.0
3222,3645,0,54,0,1,0,4,0,9,2,1,3,0,3,1,0,0,0,50000,0,1.0
916,28679,3,43,0,1,0,2,0,13,2,0,1,1,0,0,0,3,0,50000,0,3.0
1873,33957,3,29,1,0,0,2,0,7,2,0,2,0,1,2,0,3,0,50000,0,3.0
2252,33035,2,49,0,1,0,4,0,24,0,1,4,1,1,2,0,1,0,50000,0,3.0
1099,2119,0,41,2,0,0,1,0,17,2,0,1,0,4,0,0,0,0,25000,0,0.0
1088,23784,1,79,0,1,0,2,0,18,1,1,4,0,2,2,0,1,0,100000,0,2.0
2575,20539,3,42,2,1,0,3,0,27,0,0,1,1,3,0,0,0,0,25000,0,3.0
1948,20039,0,71,1,0,0,0,0,9,1,1,3,0,4,1,0,3,0,50000,0,2.0
821,38150,3,44,2,0,0,4,0,3,2,1,4,1,4,0,0,3,0,25000,0,2.0
2525,1501,1,30,0,0,0,1,0,26,0,0,4,0,3,0,0,0,0,100000,0,1.0
3472,19049,3,43,1,1,0,3,0,1,2,0,3,1,2,0,0,2,0,100000,0,0.0
3254,41002,0,27,2,1,0,3,0,25,2,0,4,0,4,0,0,2,0,100000,0,2.0
3016,39385,0,46,0,1,0,3,0,10,0,0,2,0,3,2,0,2,0,25000,0,2.0
1302,13967,0,64,2,1,0,2,0,12,0,0,4,1,1,2,0,2,0,50000,0,1.0
1000,27306,3,45,0,0,0,0,0,18,0,0,4,0,0,1,0,2,0,25000,0,3.0
2029,47422,1,63,1,0,0,1,0,16,0,0,2,1,1,2,0,2,0,25000,0,1.0
2887,21400,3,27,0,1,0,1,0,1,1,0,4,1,4,0,0,0,0,25000,0,1.0
1477,28651,2,70,1,0,0,1,0,11,2,0,4,1,3,2,0,3,0,25000,0,1.0
